image_location,ground_truth_caption,llm_question
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000383885.jpg,The dining table is near the suitcase.,"""Where is the dining table relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000061852.jpg,The person is at the left side of the bear.,"""Where is the person in relation to the bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000157198.jpg,The oven contains the bowl.,"""Where is the bowl in relation to the oven?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000018396.jpg,The person is on the toilet.,"""What is the person's position relative to the toilet?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000139389.jpg,The car is beneath the surfboard.,"""What is the spatial relationship between the car and the surfboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000012102.jpg,The toilet is surrounding the cat.,"""What is the spatial relationship between the toilet and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000494471.jpg,The donut is touching the person.,"""How is the donut positioned relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000306581.jpg,The bus is far away from the cow.,"""Where is the bus relative to the cow?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000512630.jpg,The banana is facing the cat.,"""What direction is the banana facing relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000539406.jpg,The cow is inside the truck.,"""What is the relationship between the cow and the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000392715.jpg,The chair is opposite to the dog.,"""Where is the chair relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000349230.jpg,The sandwich is right of the laptop.,"""Where is the sandwich relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000581451.jpg,The hot dog is close to the couch.,"""Where is the hot dog in relation to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000311337.jpg,The refrigerator is at the right side of the dining table.,"""What is the position of the refrigerator relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000202447.jpg,The cat is touching the keyboard.,"""How is the cat positioned relative to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000341985.jpg,The dining table is touching the apple.,"""How is the dining table related to the apple?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000517318.jpg,The giraffe is behind the person.,"""What is the position of the giraffe relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000229840.jpg,The horse is facing the dog.,"""What direction is the horse facing in relation to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000162355.jpg,The bus is past the cow.,"""Where is the bus relative to the cow?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000446352.jpg,The laptop is at the edge of the bed.,"""What is the laptop's position in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000073064.jpg,The toilet is adjacent to the sink.,"""What is the spatial relationship between the toilet and the sink?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000554737.jpg,The laptop is touching the cat.,"""Where is the laptop in relation to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000304186.jpg,The couch is in front of the microwave.,"""What is the position of the couch relative to the microwave?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000159453.jpg,The laptop is by the cat.,"""Where is the laptop relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000068136.jpg,The cat is on top of the laptop.,"""What is the position of the cat relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000514292.jpg,The teddy bear is against the book.,"""Where is the teddy bear in relation to the book?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000496009.jpg,The bed is touching the book.,"""How is the bed positioned in relation to the book?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000373848.jpg,The dining table is beneath the cell phone.,"""Where is the dining table relative to the cell phone?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000295017.jpg,The cat is in the sink.,"""What is the location of the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000263968.jpg,The umbrella is over the bed.,"""Where is the umbrella relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000145381.jpg,The book is behind the teddy bear.,"""Where is the book relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000184705.jpg,The laptop is under the cat.,"""Where is the laptop relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000187978.jpg,The person is at the back of the cow.,"""What is the position of the person relative to the cow?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000369037.jpg,The person is at the side of the elephant.,"""What is the location of the person relative to the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000218121.jpg,The person is above the horse.,"""Where is the person relative to the horse?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000129379.jpg,The person is away from the car.,"""What is the spatial relationship between the person and the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000234468.jpg,The teddy bear is on top of the cake.,"""What is the relationship between the teddy bear and the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000531056.jpg,The car is behind the person.,"""Where is the car relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000015071.jpg,The book is away from the bed.,"""Where is the book in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000420765.jpg,The dog is below the bed.,"""Where is the dog relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000273083.jpg,The dining table is near the dog.,"""Where is the dining table relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000551166.jpg,The teddy bear is on the couch.,"""What is the location of the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000003067.jpg,The cat is facing the sandwich.,"""Which direction is the cat facing towards?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000357859.jpg,The bear is touching the car.,"""What is the relationship between the bear and the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000014766.jpg,The handbag is right of the cat.,"""Where is the handbag in relation to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000232394.jpg,The laptop is under the cat.,"""Where is the laptop relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000391685.jpg,The dog is next to the couch.,"""Where is the dog relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000541558.jpg,The bicycle is in front of the cat.,"""What is the location of the bicycle relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000264708.jpg,The cat is on the person.,"""Where is the cat relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000500646.jpg,The cat is on top of the bed.,"""What is the spatial relationship between the cat and the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000394115.jpg,The cat is below the bottle.,"""Where is the cat relative to the bottle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000560495.jpg,The couch is near the cat.,"""Where is the couch relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000427252.jpg,The wine glass is at the right side of the bottle.,"""Where is the wine glass in relation to the bottle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000333406.jpg,The person is touching the cat.,"""What is the relationship between the person and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000040419.jpg,The couch is behind the cat.,"""What is the position of the couch relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000340004.jpg,The cat is under the motorcycle.,"""Where is the cat relative to the motorcycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000373722.jpg,The toilet is off the dog.,"""What is the relationship between the toilet and the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000230302.jpg,The bird is under the bench.,"""Where is the bird relative to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000489028.jpg,The donut is on the dining table.,"""What is the donut's location relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000451449.jpg,The bed is next to the dog.,"""What is the relationship between the bed and the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000049877.jpg,The banana is inside the bowl.,"""Where is the banana in relation to the bowl?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000434270.jpg,The stop sign is far away from the elephant.,"""Where is the stop sign in relation to the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000167995.jpg,The wine glass is left of the sandwich.,"""Where is the wine glass relative to the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000188520.jpg,The zebra is facing away from the giraffe.,"""What direction is the zebra facing relative to the giraffe?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000113326.jpg,The cake is under the dog.,"""Where is the cake relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000552657.jpg,The pizza is touching the dog.,"""Where is the pizza relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000279917.jpg,The dog is at the right side of the person.,"""Where is the dog in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000075963.jpg,The cake is in front of the dog.,"""Where is the cake relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000308276.jpg,The motorcycle is facing the truck.,"""What direction is the motorcycle facing relative to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000177356.jpg,The skateboard is in front of the person.,"""Where is the skateboard relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000169660.jpg,The oven contains the cake.,"""What is the relationship between the oven and the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000028251.jpg,The truck is behind the elephant.,"""Where is the truck relative to the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000425175.jpg,The donut is at the side of the dining table.,"""Where is the donut in relation to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000054643.jpg,The dog is touching the teddy bear.,"""What is the relationship between the dog and the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000139856.jpg,The donut is close to the person.,"""What is the spatial relationship between the donut and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000178485.jpg,The person is on the bed.,"""What is the relationship between the person and the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000217832.jpg,The donut is beside the dog.,"""Where is the donut relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000224134.jpg,The teddy bear is below the couch.,"""Where is the teddy bear relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000461340.jpg,The potted plant is above the couch.,"""Where is the potted plant relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000087672.jpg,The truck is behind the airplane.,"""What is the location of the truck relative to the airplane?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000206394.jpg,The boat is in front of the truck.,"""What is the position of the boat relative to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000262371.jpg,The backpack is beneath the cat.,"""Where is the backpack relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000497591.jpg,The refrigerator is behind the bench.,"""What is the location of the refrigerator relative to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000062716.jpg,The broccoli is at the right side of the pizza.,"""Where is the broccoli relative to the pizza?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000519688.jpg,The person is touching the bear.,"""Where is the person in relation to the bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000353427.jpg,The donut is left of the cup.,"""Where is the donut relative to the cup?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000072535.jpg,The cat is at the edge of the truck.,"""Where is the cat in relation to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000391774.jpg,The train is on top of the toilet.,"""What is the position of the train relative to the toilet?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000319743.jpg,The couch is under the person.,"""What is the spatial relationship between the couch and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000189345.jpg,The teddy bear is facing the person.,"""Which direction is the teddy bear facing relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000049942.jpg,The person is below the umbrella.,"""What is the position of the person relative to the umbrella?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000272253.jpg,The person is in front of the refrigerator.,"""Where is the person relative to the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000332420.jpg,The cat is inside the suitcase.,"""What is the relationship between the cat and the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000238187.jpg,The dining table is touching the apple.,"""Where is the apple in relation to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000459200.jpg,The pizza is on top of the oven.,"""Where is the pizza relative to the oven?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000378313.jpg,The cow is at the left side of the umbrella.,"""Where is the cow relative to the umbrella?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000246723.jpg,The cat is on top of the laptop.,"""Where is the cat relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000475967.jpg,The donut is touching the dog.,"""What is the relationship between the donut and the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000461600.jpg,The keyboard is beneath the cat.,"""Where is the keyboard relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000482808.jpg,The sandwich is at the left side of the laptop.,"""What is the position of the sandwich relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000066825.jpg,The bus is away from the horse.,"""Where is the bus relative to the horse?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000043894.jpg,The laptop is touching the bed.,"""How is the laptop positioned relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000394151.jpg,The person is outside the car.,"""What is the position of the person relative to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000155777.jpg,The bird is away from the motorcycle.,"""Where is the bird relative to the motorcycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000278184.jpg,The teddy bear is at the left side of the dog.,"""Where is the teddy bear relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000268227.jpg,The bench is at the right side of the bed.,"""Where is the bench in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000064089.jpg,The parking meter is facing the truck.,"""What direction is the parking meter facing relative to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000086754.jpg,The dog is at the right side of the bench.,"""Where is the dog in relation to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000198308.jpg,The cat is touching the person.,"""How is the cat positioned relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000458321.jpg,The person is on the chair.,"""What is the relationship between the person and the chair?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000461902.jpg,The truck contains the elephant.,"""Where is the elephant in relation to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000552142.jpg,The refrigerator is below the cat.,"""Where is the refrigerator relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000297964.jpg,The person is out of the couch.,"""What is the person's position relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000095517.jpg,The elephant is next to the person.,"""Where is the elephant in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000356920.jpg,The person is under the umbrella.,"""Where is the person relative to the umbrella?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000357044.jpg,The zebra is touching the horse.,"""How is the zebra positioned relative to the horse?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000410908.jpg,The banana is on the dining table.,"""Where is the banana?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000448843.jpg,The potted plant is away from the surfboard.,"""Where is the potted plant in relation to the surfboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000203163.jpg,The refrigerator is in front of the cat.,"""Where is the refrigerator relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000046686.jpg,The tv is touching the fire hydrant.,"""How is the tv positioned relative to the fire hydrant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000440496.jpg,The hot dog is at the edge of the dining table.,"""What is the location of the hot dog relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000283383.jpg,The zebra is far away from the bird.,"""How far away is the zebra from the bird?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000102421.jpg,The bed is under the handbag.,Where is the bed relative to the handbag?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000578031.jpg,The person is touching the pizza.,"""What is the relationship between the person and the pizza?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000134211.jpg,The kite is above the person.,"""Where is the kite relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000560262.jpg,The bed is above the suitcase.,"""Where is the bed relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000226611.jpg,The dining table is far away from the bed.,"""Where is the dining table relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000520979.jpg,The umbrella is on the car.,"""Where is the umbrella in relation to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000468951.jpg,The cat is in the suitcase.,"""Where is the cat in relation to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000433423.jpg,The cat is facing the tv.,"""Which direction is the cat facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000477137.jpg,The cat is touching the couch.,"""How is the cat positioned relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000557016.jpg,The motorcycle is ahead of the car.,"""Where is the motorcycle relative to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000560969.jpg,The chair is facing the hot dog.,"""Which direction is the chair facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000024402.jpg,The person is touching the hair drier.,"""Where is the person relative to the hair drier?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000495570.jpg,The motorcycle is at the left side of the car.,"""Where is the motorcycle in relation to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000046230.jpg,The dog is on the truck.,"""Where is the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000137150.jpg,The car is parallel to the cow.,"""What is the orientation of the car relative to the cow?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000044989.jpg,The bed is beneath the book.,"""Where is the bed relative to the book?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000350368.jpg,The teddy bear is right of the apple.,"""Where is the teddy bear relative to the apple?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000435187.jpg,The truck is at the right side of the person.,"""Where is the truck in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000566886.jpg,The wine glass is touching the person.,"""How is the wine glass positioned relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000243199.jpg,The laptop is on the bed.,"""Where is the laptop in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000576695.jpg,The refrigerator is behind the orange.,"""Where is the refrigerator relative to the orange?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000335844.jpg,The pizza is inside the microwave.,"""Where is the pizza relative to the microwave?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000416006.jpg,The cat is on top of the laptop.,"""Where is the cat relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000459056.jpg,The person is at the edge of the bed.,"""What is the position of the person in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000565986.jpg,The pizza is above the couch.,"""Where is the pizza relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000262552.jpg,The bowl is next to the hot dog.,"""Where is the bowl relative to the hot dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000061794.jpg,The suitcase contains the dog.,"""Where is the dog in relation to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000316157.jpg,The elephant is part of the stop sign.,"""What is the relationship between the elephant and the stop sign?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000438497.jpg,The person is at the left side of the cake.,"""Where is the person in relation to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000494891.jpg,The cat is in the sink.,"""Where is the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000144358.jpg,The refrigerator is behind the person.,"""Where is the refrigerator relative to the person?"""
